amplicon,converged,amplicon_factor,alpha,beta_zero,beta_one,method,mean,variance,gene
AMPL250258,True,0.0011919053592232207,0.5133552925667048,-6.0390549295559275,1.0,pearson,150.63831551655747,3313.569524805338,POLQ
AMPL250259,True,0.0003406676531172862,0.5765461450962605,-7.29145599966537,1.0,pearson,159.57995427096623,5413.764004441734,POLQ
AMPL250260,True,0.0001944604698889373,2.5390613155720825,-7.85213447464737,1.0,pearson,170.61673700052467,11147.817552434533,EPHB1
AMPL250261,True,0.0020276809303743704,0.7198591480735016,-5.507715357233797,1.0,pearson,130.36600824306512,2194.0347813141098,ATR
AMPL250264,True,0.0011445990487036978,0.5520126968299316,-6.0795536985464835,1.0,pearson,150.77428538190696,3343.872836856129,WHSC1
AMPL250265,True,0.0003666050896656223,0.591363209270174,-7.2180781586645955,1.0,pearson,159.63827380143798,5232.184203344451,POLN
AMPL250267,True,0.0008086515035515746,0.5580758354430874,-6.426995327504866,1.0,pearson,154.08130846394124,4506.416194851015,FAM175A
AMPL250268,True,0.0013754607226620595,0.3727641514362,-5.895819352400465,1.0,pearson,153.80722433892814,2817.382001464163,TET2
AMPL250270,True,0.0008337958790736919,0.7316050269373922,-6.396374754313703,1.0,pearson,149.7345175938229,4623.792845142036,FAT4
AMPL250271,True,3.7688886154793285e-05,0.9911593955982461,-9.492998123366613,1.0,pearson,196.14695504247015,6231.774289217393,TERT
AMPL250274,True,9.825715767149937e-05,0.9177573075815353,-8.534775277690194,1.0,pearson,171.46943223193284,7156.047802334806,RICTOR
AMPL250276,True,0.0009883434411683027,0.7186247532240769,-6.22633312754117,1.0,pearson,150.2777649154635,3961.149679971279,RAD17
AMPL250279,True,0.001496542149095149,0.5036823995949636,-5.811450885392836,1.0,pearson,147.38712031197466,2926.3575344664882,APC
AMPL250280,True,0.0020166833227289673,0.30923100046988294,-5.513153855877212,1.0,pearson,149.3620335984806,2052.1818351658153,APC
AMPL250282,True,0.0002668882329654879,0.7830643930710613,-7.535533409768339,1.0,pearson,160.10742354118045,6168.86446684492,IRF4
AMPL250283,True,6.309390049297298e-05,6.28488180320126,-8.97773927666616,1.0,pearson,221.78733900479577,14717.962648883562,HIST1H1E
AMPL250284,True,0.002025068007514207,0.4668570422895965,-5.509004814469985,1.0,pearson,140.23100485296808,2140.0002228869994,HIST1H3G
AMPL250285,True,5.69989435235306e-05,5.615343920674138,-9.07933064441645,1.0,pearson,244.01603312574167,19327.539185813235,HIST1H3I
AMPL250288,True,0.00045341642814711997,1.1708936199115711,-7.005552406755901,1.0,pearson,159.72012883848478,5645.044940103328,MCM3
AMPL250290,True,0.0002769598999645925,0.8048524944253748,-7.498490647167308,1.0,pearson,160.1084732267226,6217.567869201283,ARID1B
AMPL250291,True,0.00038411059316358423,0.6120107958983138,-7.171432863251346,1.0,pearson,157.64831215999104,5282.143759860557,ARID1B
AMPL250293,True,0.00010551093274677791,0.5676876369838587,-8.463548801925667,1.0,pearson,166.80073354194084,5224.3112081085765,PMS2
AMPL250294,True,8.099962808842693e-05,0.9354421427681171,-8.727918814243333,1.0,pearson,175.3150787129522,7098.821185796751,MPLKIP
AMPL250295,True,0.0005531677132891053,0.9359951618217268,-6.806702142857968,1.0,pearson,152.12467584282604,5839.226198130858,POLD2
AMPL250296,True,0.0011410247914986351,0.5892860711522079,-6.082681299909207,1.0,pearson,149.65267635790627,3705.912481409323,MET
AMPL250297,True,0.0007849444174388377,0.5209866539065792,-6.456750467939168,1.0,pearson,155.3533600895845,4188.415545701955,SMO
AMPL250298,True,0.0022743933198638524,0.6725136360462237,-5.392894754170053,1.0,pearson,127.30561844394913,1825.1872357474747,KMT2C
AMPL250300,True,5.159997637002902e-06,1.4019131617794642e-09,-11.481427255856136,1.0,pearson,409.3083920616734,104415.54532602426,EGR3
AMPL250301,True,0.00033119497146963806,0.98838510266585,-7.319656137769238,1.0,pearson,155.10072694042145,7056.341422537682,FGFR1
AMPL250304,True,0.0005882457176980164,0.5367306032697348,-6.745218629554733,1.0,pearson,157.2035019101508,4661.858885711548,PREX2
AMPL250307,True,0.0017321553096029782,0.7257807327038378,-5.665241621630657,1.0,pearson,135.24135461387857,2634.9581040712605,PTPRD
AMPL250309,True,0.0021446512624454157,0.4472304359290233,-5.451631140870563,1.0,pearson,140.7481656078859,1864.8300784550788,PTPRD
AMPL250312,True,5.246730716463747e-06,5.562258425379544,-11.464758215445418,1.0,pearson,408.3057960123985,20765.19867052168,RXRA
AMPL250316,True,0.0010392083935829822,0.4962559866547076,-6.176148835114639,1.0,pearson,153.69605535635088,3750.5448508968843,TCF7L2
AMPL250318,True,5.357094922143029e-05,0.5930442671661162,-9.141356448395898,1.0,pearson,182.37826326850436,5922.419815070781,CTNND1
AMPL250319,True,0.0010275987920167402,0.5146503761283192,-6.187383287707691,1.0,pearson,152.57359306331247,3719.8342318358686,MUS81
AMPL250320,True,8.295557171717293e-05,0.6995162838075081,-8.70405819343748,1.0,pearson,171.05912215734162,5920.67234113543,RPS6KB2
AMPL250321,True,0.0006531662599992304,0.8116698733351139,-6.640531671041932,1.0,pearson,152.58808110818845,4465.000683679494,INPPL1
AMPL250326,True,0.0005776476840636122,0.6611285695617011,-6.763399237721437,1.0,pearson,154.78452527933496,5087.31134111024,ATM
AMPL250327,True,0.0008197379849615231,0.5693440476974339,-6.4133786187415165,1.0,pearson,153.8154030886413,4046.0648406484847,KMT2A
AMPL250328,True,0.001743572416477514,0.40990693241077025,-5.6586719770335945,1.0,pearson,147.85076483146582,2447.399503448282,CHD4
AMPL250330,True,0.0010453502471215344,0.6466616351874654,-6.170256104450959,1.0,pearson,149.10982419848955,3981.418048599337,ATF7IP
AMPL250334,True,0.0023771920881729106,0.4784603896102984,-5.348688102130002,1.0,pearson,135.35022549941655,1635.5993953552031,KMT2D
AMPL250335,True,0.0008481952465453023,0.8500386627441453,-6.379252524546835,1.0,pearson,147.71211786172904,4301.88888528016,KMT2D
AMPL250338,True,0.0025173554701366134,0.42254707100643185,-5.291399164534464,1.0,pearson,136.4507992917635,1565.167185509907,ERBB3
AMPL250339,True,7.5567630930013e-05,1.6373637822670883,-8.797335348207907,1.0,pearson,187.42763178458313,7796.43006333516,TBX3
AMPL250340,True,3.2377615171798503e-06,27.240437731754422,-11.94748117613371,1.0,pearson,637.3193075409406,60564.344866750645,RAB35
AMPL250341,True,0.0006288449149734728,0.7633024554668684,-6.678478709175117,1.0,pearson,152.88951684825858,5333.610843750928,POLE
AMPL250344,True,1.1513278255722328e-05,1.4634739572141098,-10.67886237717638,1.0,pearson,272.3497102926983,8312.70951230038,BRCA2
AMPL250345,True,0.00018296182460268487,0.8737891388533328,-7.913085855053233,1.0,pearson,160.8785607192341,6942.596684525511,BRCA2
AMPL250349,True,0.0015511029181874481,0.4319566643022706,-5.775641860408977,1.0,pearson,149.09326264963542,2822.560478989886,PRKD1
AMPL250350,True,0.00037236267508103973,0.5010821730193686,-7.202495065056161,1.0,pearson,159.45883458857395,4678.95320646099,PRKD1
AMPL250352,True,0.00010409871050937093,0.7098709114583646,-8.477023788897869,1.0,pearson,170.04845748434877,6361.537635797107,MLH3
AMPL250353,True,4.629906709562609e-06,5.090000202956954e-10,-11.58982665863173,1.0,pearson,448.14418220516563,43475.51427051598,TRAF3
AMPL250355,True,0.0005179246806556168,0.7666089229054205,-6.872533549856788,1.0,pearson,156.65674686191227,5615.015692451149,TP53BP1
AMPL250357,True,0.0005986974829071987,0.7322052866748545,-6.7276069437457675,1.0,pearson,153.6001686770863,5396.385191197777,RNF111
AMPL250358,True,0.0013358438001037538,0.43184383614091243,-5.925044946232961,1.0,pearson,152.24326723779285,3021.595606001624,SIN3A
AMPL250359,True,0.0009437368080974674,0.4711934176133088,-6.272516055113659,1.0,pearson,156.0342200619911,4008.4057490184327,FANCI
AMPL250361,True,0.000660550434158555,3.5731394174371975,-6.629289898811913,1.0,pearson,148.36728762224107,4942.56140007691,AXIN1
AMPL250363,True,0.0002466415134519372,0.8142699813142374,-7.614427457565918,1.0,pearson,160.37106157926897,6445.398372179999,SLX4
AMPL250364,True,0.001641854720889824,0.4167280802613109,-5.718781568230859,1.0,pearson,148.60971241108902,2792.483196172794,PALB2
AMPL250366,True,0.0007467532194555007,0.5214472083436116,-6.506628609027814,1.0,pearson,154.92290708285356,4369.606099066674,CDH1
AMPL250376,True,0.0034464521086179853,0.28770572978644676,-4.9772627708322155,1.0,pearson,134.23682958160285,1092.6222766419141,BRCA1
AMPL250379,True,0.0005536390910446241,0.6320089349621377,-6.805850363157711,1.0,pearson,154.88317019889547,5209.558290109995,EME1
AMPL250381,True,0.0002981374779603113,0.7424707747573775,-7.424808661844113,1.0,pearson,156.6633363377039,4580.376852500484,RNF43
AMPL250383,True,0.00033145767795158176,3.8853333673115578,-7.318863244249726,1.0,pearson,188.35950617308413,7153.23968468398,RECQL5
AMPL250389,True,0.0005291144174242542,0.77218803230957,-6.851158678906399,1.0,pearson,155.60849585687262,5200.434323220315,PTPRS
AMPL250391,True,8.459504456091652e-08,100.80679043250242,-15.592242966419931,1.0,pearson,2733.2269654841434,212941.42781863254,PTPRS
AMPL250393,True,0.0003966924967114969,2.9294553282778417,-7.1392019643268565,1.0,pearson,176.54433319007552,5174.954039687692,XAB2
AMPL250394,True,0.0006232159033813443,2.210540438729678,-6.687470364268796,1.0,pearson,155.15737665831105,5316.40244182566,NOTCH3
AMPL250395,True,0.000700876187220928,1.7042008391841879,-6.57003212904942,1.0,pearson,152.38940689981075,5270.082255172535,BRD4
AMPL250396,True,0.0005079421052803474,1.4455026660347217,-6.891995902304031,1.0,pearson,157.09193994868585,5898.320412638611,KMT2B
AMPL250397,True,0.00014810110848815033,5.318562901159023,-8.124468171431035,1.0,pearson,206.9321148322928,15321.644797815601,KMT2B
AMPL250399,True,0.0003190573281160684,0.5861961868631632,-7.356992578803148,1.0,pearson,160.2457827166749,5637.779818367344,ARHGAP35
AMPL250404,True,0.0009212518320920139,0.6177118567521097,-6.296629945200438,1.0,pearson,151.86411925226727,4126.902285251527,PAK7
AMPL250405,True,0.00026526200354831203,0.5114338491197,-7.5416453472176155,1.0,pearson,160.6379490079776,4332.546587768194,PAK7
AMPL250407,True,0.00012968062213910883,0.8458244968255624,-8.257288702493746,1.0,pearson,167.5946283819214,6684.1192504580085,PLCG1
AMPL250408,True,0.0003091234441064354,0.7593128440032184,-7.388622684793578,1.0,pearson,158.3722213433166,5651.621842103543,PTPRT
AMPL250409,True,0.00012528523902649992,1.0188469896772483,-8.291770327497733,1.0,pearson,165.96335592287838,6593.519269217502,PTPRT
AMPL250410,True,0.0005190592594010862,1.063473813322242,-6.870345320792919,1.0,pearson,153.67016846925503,6016.513697338561,PTPRT
AMPL250411,True,0.005220333115978455,0.5023139964399602,-4.562046883242212,1.0,pearson,97.17186767358027,321.3080124427235,NCOA3
AMPL250412,True,0.0003694177098280738,0.7406810892894752,-7.21043536864416,1.0,pearson,154.40676134853712,5100.663043196986,NCOA3
AMPL250413,True,0.00032738855531806753,0.5632974635207905,-7.331215669345635,1.0,pearson,160.3629474595492,5395.353948430876,AURKA
AMPL250415,True,0.000114984571473052,7.958620317931158,-8.37756541914538,1.0,pearson,232.14409416295928,18539.59706558988,GNAS
AMPL250418,True,0.0014871737806641887,0.4258853248914869,-5.817730571152378,1.0,pearson,149.99656003125867,2734.981217387117,CRKL
AMPL250419,True,0.000701729826751234,0.6221486932560166,-6.568814909634702,1.0,pearson,153.43882050897446,4130.004548204738,CHEK2
AMPL250420,False,4.770817061000083e-06,1.3572747317307948e-25,-11.55984579555854,1.0,pearson,478.29926506613276,74132.72363388054,MYH9
AMPL250422,True,2.11597286280305e-05,5.06604265030649,-10.070263595258732,1.0,pearson,278.42173776302064,19788.367033147464,PLXNB2
AMPL250429,True,0.0002807294633703554,0.99731633019265,-7.484971935631902,1.0,pearson,163.22085505363475,6082.132900723682,ARAF
AMPL250431,True,4.8380405583804146e-05,1.6625828603644406,-9.243268488962752,1.0,pearson,201.1800648958635,9981.296617345462,MED12
AMPL250434,True,0.0005452265035233506,0.8565505351930249,-6.821162066284867,1.0,pearson,156.80137325798165,5895.711344786081,RBMX
AMPL250435,True,6.282597453866051e-05,3.1861366045914967,-8.981994782138587,1.0,pearson,186.46536459356878,17417.52394411371,FLNA
AMPL251098,True,0.0008492889433486673,0.8847137185816105,-6.37796391524936,1.0,pearson,152.97487814243541,3966.7366273507755,MAD2L2
AMPL251104,True,8.972750231389166e-05,1.0985484730828026,-8.625586052056374,1.0,pearson,176.3073962025009,7721.4179653154215,MACF1
AMPL251106,True,0.0006221182983801035,0.6008685967018476,-6.689233112427326,1.0,pearson,155.2153431310491,5049.6001686184645,HFM1
AMPL251107,True,0.00015701658042990716,1.035160837413956,-8.066011969798332,1.0,pearson,163.54836751619078,7712.514732452465,HFM1
AMPL251114,True,6.790334841166961e-05,0.5484642230505578,-8.90427803018709,1.0,pearson,172.43638079230595,5256.106441656927,SPTA1
AMPL251125,True,0.00133712261350949,0.4421308894121641,-5.924088096572006,1.0,pearson,151.76405296733128,2850.2685556583224,MSH6
AMPL251135,True,0.0006514402827456597,0.48961339250356056,-6.643177646213772,1.0,pearson,157.91601405121204,4407.719983701552,FANCD2
AMPL251137,True,0.0013098458052846886,0.502293287555885,-5.944698674026564,1.0,pearson,150.49965703677145,3096.1445498069716,MLH1
AMPL251138,True,0.000588902947326469,0.5446657750962387,-6.744101982666754,1.0,pearson,157.6471674483589,4721.330989574592,WDR48
AMPL251140,True,0.00015082712892264464,0.753911175532104,-8.106229037993003,1.0,pearson,163.74698251324628,6362.787803114721,SETD2
AMPL251141,True,0.0017844509411415498,0.41780783040072694,-5.635497326507074,1.0,pearson,146.5726087350309,2429.9597710012026,SMARCC1
AMPL251142,True,0.0013101924953443332,1.398202097845816,-5.944434028993257,1.0,pearson,130.629139446659,3361.0294998592913,BAP1
AMPL251144,True,0.001356800559093699,0.3917412197529563,-5.909478700298895,1.0,pearson,153.27500324953212,3031.905277588719,MITF
AMPL251151,True,0.001115195386782787,0.9132943619608389,-6.105578474079162,1.0,pearson,139.52398046949918,3691.386285273094,TP63
AMPL251152,True,0.0014868377598271103,0.5755956195893994,-5.817956542594609,1.0,pearson,144.50185469651566,2588.6281873420353,RNF168
AMPL251153,True,7.787272304099913e-05,4.255950361010937,-8.767287639363024,1.0,pearson,219.67178432512142,14341.599220053062,FGFR3
AMPL251157,True,0.0007184043166750827,0.3178154849368949,-6.545330851699588,1.0,pearson,160.34674485553427,3459.813739907933,PDGFRA
AMPL251159,True,0.00014579698756699241,1.036565527739547,-8.140148219449308,1.0,pearson,165.50610226665154,7384.871365426402,PDGFRA
AMPL251162,True,0.0005949698586705167,0.6540882600202136,-6.733852630838454,1.0,pearson,155.3788916352474,5364.305274892462,FAT4
AMPL251171,True,0.00176078682910201,0.7543664966599585,-5.64884732728479,1.0,pearson,133.78605555090328,2505.403106827597,MSH3
AMPL251172,True,1.244517353625478e-05,2.0914479301877096,-10.601030497426889,1.0,pearson,277.3137579381526,11788.151758014781,CHD1
AMPL251179,True,6.618263861760411e-05,1.7117847354931317,-8.929945205388284,1.0,pearson,189.2826920166363,8672.411121027735,HIST1H3D
AMPL251185,True,0.00020796806627878316,0.6679683123499572,-7.784978836995415,1.0,pearson,159.70732531542544,6203.434069806199,TTK
AMPL251186,True,0.0009251782559094047,0.5734011543354482,-6.292376949366667,1.0,pearson,152.89467793225995,4007.3475822370892,ASCC3
AMPL251192,True,0.00032660004381417817,0.6529250242209103,-7.33362706271556,1.0,pearson,159.42298265276773,5149.0612713167675,PARK2
AMPL251202,True,0.00035515384129403203,0.4873959223619716,-7.249812326042564,1.0,pearson,160.18611055506454,4605.384564162692,PAXIP1
AMPL251203,True,0.00021164912608325398,0.6789542014821713,-7.767433539511576,1.0,pearson,159.56284276339863,6127.004564558403,MCPH1
AMPL251207,True,0.0012563491096500505,0.7736753118436945,-5.9863981154550805,1.0,pearson,141.49166891117963,3662.8808712968435,POLB
AMPL251220,True,0.006543024078739155,0.25978261985329004,-4.336208642465073,1.0,pearson,105.60579694144168,253.44115307411786,ERCC6
AMPL251225,True,1.791316620806154e-06,8.390736912967382,-12.539412485580558,1.0,pearson,624.1934883384439,25142.555479169972,RRAS2
AMPL251228,True,0.0009274854166042289,0.38875141466372215,-6.28988630638411,1.0,pearson,157.33909264922804,3677.476310707049,MARK2
AMPL251230,True,7.515211122813076e-07,6.753150482172646e-08,-13.408019354066685,1.0,pearson,1013.4751233066931,155650.93634549368,RAD9A
AMPL251234,True,0.00038656816297661804,1.0449457058523488,-7.165055165349096,1.0,pearson,161.49725309110497,6265.182317785841,FAT3
AMPL251236,True,0.0002993498763862819,0.9057132006885417,-7.420750332973484,1.0,pearson,155.8713017399332,7255.045121602576,BIRC3
AMPL251237,True,0.0006064740427640451,8.484518336885934,-6.71470144834658,1.0,pearson,148.59754872587652,4856.786672666456,CUL5
AMPL251238,True,0.00014470963946687683,1.264830130322144,-8.1476341290757,1.0,pearson,164.7564552934769,8094.385756382008,CUL5
AMPL251239,True,0.0006779463404392534,0.540415521920973,-6.603295236490883,1.0,pearson,155.79169106664366,4507.521907044219,ATM
AMPL251243,True,0.001952016968880509,0.4795394489709914,-5.545744917395044,1.0,pearson,141.73263999109938,2274.8067466562834,ATM
AMPL251245,True,0.0021885096148177314,0.386061117491958,-5.4313873274461635,1.0,pearson,143.23708628986077,2028.293020041398,RAD51AP1
AMPL251249,True,0.0007673938866318267,0.4740857923175869,-6.479363165961719,1.0,pearson,157.64657061298493,4252.9896635802825,PIK3C2G
AMPL251263,True,0.0003171498399378983,0.8794535385019758,-7.362989034013504,1.0,pearson,158.18476277162185,7070.70632614401,PARP4
AMPL251275,True,0.0005032478772619559,0.5591014179131765,-6.901280530952031,1.0,pearson,157.27070198801962,5406.9467465724965,PRMT5
AMPL251278,True,2.8452329173245486e-05,0.6329065701290949,-9.774133351176202,1.0,pearson,202.0079899467474,5830.962347379969,G2E3
AMPL251281,True,0.00018469229849909241,2.3261021173021366,-7.903672188420456,1.0,pearson,149.60555733998294,13519.542589358342,ATXN3
AMPL251284,True,0.0018802725149061725,0.4790680276619738,-5.583191377347931,1.0,pearson,143.5422457854948,2222.557286827413,HERC2
AMPL251285,True,9.132568726092807e-05,4.160370995035174,-8.607931279309984,1.0,pearson,211.61068995924424,11937.024338593168,SPRED1
AMPL251286,True,0.0006575073617882617,1.046747227259397,-6.633907416778952,1.0,pearson,148.2076183163248,4026.104209968673,INO80
AMPL251297,True,1.3881924231158096e-06,6.24195683957985,-12.794360891559695,1.0,pearson,672.0716092609856,22465.11423801894,PPP4C
AMPL251298,True,0.0007160902598157383,0.4394127434301915,-6.548557157193563,1.0,pearson,157.78535544472246,4078.1778005723386,NUP93
AMPL251306,True,0.0006124794597634791,0.5567172024886718,-6.704847970627794,1.0,pearson,155.7095733918506,4363.946911039101,PER1
AMPL251314,True,0.001218020278295573,0.6077104463979819,-6.017381280426137,1.0,pearson,147.79079662936675,3619.0679917801194,EME1
AMPL251315,True,0.004213762078467872,0.6507902583676455,-4.776252244418666,1.0,pearson,98.74574220779886,557.7540956393467,RNF43
AMPL251316,True,0.0006623145519043943,0.6806085149260912,-6.626622780383075,1.0,pearson,154.37263841567585,3592.045132606413,RNF43
AMPL251331,True,0.0009562952002613245,2.9301733744419316,-6.259296725133555,1.0,pearson,141.3016492970571,3109.2180605796743,KMT2B
AMPL251334,True,0.0008351928569782403,0.5139033123319713,-6.394700712781109,1.0,pearson,154.82594457079728,4044.8759190453106,AXL
AMPL251348,True,0.0010808399264511655,0.5130627512470041,-6.136869649868526,1.0,pearson,154.31757977782905,3557.1531401840357,PTPRT
AMPL251353,True,3.4628589187915024e-05,2.299132533219442,-9.577683759412283,1.0,pearson,215.2575598335515,9190.133369829622,NFATC2
AMPL251363,True,0.0014030193951158514,0.3541988034725668,-5.8759814733661635,1.0,pearson,153.93146424759476,2940.9315425374193,XRCC6
AMPL251370,True,0.00019997787273203275,2.439647592908035,-7.82415665331678,1.0,pearson,170.926473235723,9593.604434458153,HUWE1
AMPL251376,True,2.36540493997947e-05,1.3483243030903027,-9.958829055144562,1.0,pearson,225.79720414896622,7033.085569257687,BRCC3
AMPL252605,True,0.00045527826172981386,0.9155548034045685,-7.001454581141231,1.0,pearson,156.95751065510015,5694.313429584856,MUS81
AMPL252694,True,0.0008531836166207288,0.7529634913677293,-6.373388593264438,1.0,pearson,148.1238364948993,4891.5580607810325,BRCA1
AMPL252695,True,0.0007782185651374704,0.32036482958609047,-6.4653559606266535,1.0,pearson,158.625288992046,2982.4735760479434,BRCA1
AMPL252698,True,0.00011046528172040259,0.8748562276612307,-8.417662098390892,1.0,pearson,165.53892199682443,7206.354021728263,BRCA1
AMPL252824,True,0.0012873988632738746,0.96751799086035,-5.961984300748861,1.0,pearson,132.13721995013373,3422.27349119611,BAP1
AMPL252825,True,0.0020185745807399995,0.5877707040565653,-5.512216489198424,1.0,pearson,135.1363150281138,2060.3524704072793,BAP1
AMPL252826,True,0.0006498752390954737,0.6769325647390934,-6.645582972790574,1.0,pearson,157.88408197642275,4550.390512860541,BAP1
AMPL252827,True,0.0030659450848149828,0.30733874531376726,-5.0942522291522225,1.0,pearson,136.71131283789308,1176.0525813401853,BAP1
AMPL252829,True,0.0024221337732772625,0.43845433020597374,-5.329959222249558,1.0,pearson,136.63238508487294,1747.711009398703,KAT5
AMPL252830,True,0.0022543211445243483,0.6022586434689798,-5.401759215347389,1.0,pearson,130.5100656160468,1910.3922793133343,KAT5
AMPL252831,True,0.0007456745333712713,0.42063013397709603,-6.50807415474354,1.0,pearson,158.17771501438,4210.817856156192,KAT5
AMPL252832,True,0.0025176271455407727,0.6331237074399592,-5.291291249403406,1.0,pearson,124.31372318919361,1493.5397539204534,KAT5
AMPL252834,True,0.0009467301401088983,0.43259457426219516,-6.26934928775409,1.0,pearson,155.76423660739073,3733.6785078922367,KAT5
AMPL253201,True,0.0009203226214889094,0.4997953264452206,-6.297639093302113,1.0,pearson,156.5326997177551,3947.5368952179588,MTOR
AMPL253209,True,0.00010540613128829714,0.6575297563301102,-8.464542571373247,1.0,pearson,168.6129452955469,6029.547094471481,ARID1A
AMPL253210,True,0.0011264897557323576,0.5619238844650332,-6.095501711463874,1.0,pearson,146.6370859188002,3185.322582784747,ARID1A
AMPL253211,True,0.0008243413854344746,0.6384256655717575,-6.407778630582787,1.0,pearson,153.08577359184787,3395.3228336804436,ARID1A
AMPL253216,True,0.00019339144405774203,0.7150798438567273,-7.857647034982443,1.0,pearson,162.302973270707,6284.652175066845,ARID1A
AMPL253217,True,0.0011143112176353522,0.5074076290803553,-6.106371626422407,1.0,pearson,152.19176392258134,3562.80675217577,ARID1A
AMPL253218,True,0.0007597992855904822,0.8477566313276286,-6.489309076911206,1.0,pearson,145.7495427716169,4757.1172263543995,ARID1A
AMPL253219,True,0.0010364584468079455,0.6796882342521198,-6.178798536242444,1.0,pearson,145.69983279663643,3735.2407631419464,ARID1A
AMPL253220,True,0.0018802995327503232,0.3814810477782414,-5.583177008340339,1.0,pearson,146.37531071218774,1825.1280539751674,ARID1A
AMPL253221,True,0.0034458775828450877,1.2818570119834192,-4.9774294853685035,1.0,pearson,91.28493357982839,544.8936491747888,ARID1A
AMPL253222,True,0.0017610206721775361,0.6997178715412742,-5.648714530091426,1.0,pearson,134.77894837298913,2244.4627418443524,ARID1A
AMPL253223,True,0.002474884565228612,0.43813452995477303,-5.308414343800903,1.0,pearson,135.926286714076,1624.103910190874,ARID1A
AMPL253226,True,0.002758595251670137,0.820421975461975,-5.199886515046876,1.0,pearson,111.26551210167504,1297.8668615620431,ARID1A
AMPL253227,True,0.0031125219964627062,0.32908573113868417,-5.079174769519725,1.0,pearson,134.9190595612023,1107.9896219558716,ARID1A
AMPL253250,True,0.0002469389242007159,0.48020494838973155,-7.613222341795174,1.0,pearson,162.195740930211,4942.405646835931,DNMT3A
AMPL253264,True,0.0006008512940555905,0.4373068927781071,-6.724015904341108,1.0,pearson,156.98867866005276,3683.848164747581,ACVR2A
AMPL253273,True,0.0007746137912238405,0.5053733495224131,-6.469998806165311,1.0,pearson,155.24445882822835,3923.517804347523,SF3B1
AMPL253274,True,0.00010813872439893728,1.0279742684203994,-8.438948489350102,1.0,pearson,168.56249247793596,7497.0333968541645,BMPR2
AMPL253276,True,0.0015791895152678897,0.43649562970074757,-5.757696348015205,1.0,pearson,149.2536667212323,2649.632613695991,BMPR2
AMPL253277,True,0.0005828093721582082,0.5478399366274157,-6.7545032219527865,1.0,pearson,157.22734053514517,4666.01394276123,BMPR2
AMPL253278,True,9.555495429526327e-05,0.7617826728180218,-8.562661857771664,1.0,pearson,169.80671839097613,6304.597819220489,BMPR2
AMPL253279,True,5.999574590353802e-05,0.937091948683803,-9.028089719303566,1.0,pearson,182.6657168829149,6973.418966336601,BMPR2
AMPL253283,True,0.002038267277563283,0.49453392714010896,-5.50250802523182,1.0,pearson,139.1325824901915,2038.0466665849221,BMPR2
AMPL253289,True,2.949388329941995e-05,5.256387543621661,-9.738180481340038,1.0,pearson,252.80715998659127,18035.11500685845,KIF1A
AMPL253292,True,0.0013287873827899635,0.5180844725313634,-5.930341314341501,1.0,pearson,149.25248462276082,2961.4949966179884,RAF1
AMPL253295,True,0.0001057647021008643,1.1443322799279372,-8.461146542182766,1.0,pearson,170.32137013817535,7017.859096240979,TGFBR2
AMPL253297,True,0.0020879641926396316,0.6580614407014569,-5.478418577667798,1.0,pearson,130.55532593345075,1898.5764029901889,TGFBR2
AMPL253300,True,0.00019933114453959204,0.33365597492592897,-7.827395892752702,1.0,pearson,162.03759975306357,3974.978388627953,TGFBR2
AMPL253311,True,0.0019231435540820907,0.7974982824756299,-5.560646983493073,1.0,pearson,126.252806039044,2233.4971809750823,CTNNB1
AMPL253312,True,0.0010419894479296705,0.5896474632422697,-6.17347628188925,1.0,pearson,151.29168923828357,3701.0830759410155,CTNNB1
AMPL253331,True,0.0006636691284277537,0.4168808024945458,-6.62457965268149,1.0,pearson,158.82975320689388,3950.1321693058194,PIK3CA
AMPL253343,True,0.00024834454141226057,0.7569037672948542,-7.6075463155076175,1.0,pearson,158.35622667782803,6259.893565273879,BMPR1B
AMPL253345,True,5.2554540993978e-05,1.4703051709261798,-9.16051187098928,1.0,pearson,190.27215362114634,9771.148826547047,BMPR1B
AMPL253347,True,0.0032917240310596924,0.8294845087229098,-5.023196649297592,1.0,pearson,102.53181731315601,947.9462551208209,BMPR1B
